Reg,Bank,Status,Year,Н1.0,ROE,Loans,Securities,Deposits,Equity,EBT,H4,ROA,Overdue_debt_ratio,Hedge_indicator,
1137,"БУМ-БАНК , ООО",In bankruptcy,2016,17.35%,0.74%,"1,222,310,000","22,278,000","1,264,233,000","368,926,000","8,448,000",80.80%,0.13%,10.57%,0,
1137,"БУМ-БАНК , ООО",In bankruptcy,2017,15.60%,1.84%,"1,502,606,000","22,327,000","1,353,813,000","374,631,000","7,661,000",59.73%,0.29%,14.43%,0,
1143,"ФФИН БАНК, ООО",Active,2016,46.46%,1.32%,"316,283,000","421,573,000","312,673,000","344,934,000","13,364,000",0.20%,0.76%,1.06%,0,
1143,"ФФИН БАНК, ООО",Active,2017,31.70%,2.05%,"80,324,000","795,456,000","528,848,000","462,015,000","17,196,000",1.94%,0.76%,0.30%,0,
1143,"ФФИН БАНК, ООО",Active,2018,20.72%,1.51%,"387,174,000","1,862,719,000","2,326,354,000","444,421,000","16,699,000",0.00%,0.30%,0.10%,0,
1143,"ФФИН БАНК, ООО",Active,2019,21.74%,24.45%,"41,966,000","1,759,389,000","4,111,072,000","686,902,000","303,808,000",,3.31%,0.14%,0,
1143,"ФФИН БАНК, ООО",Active,2020,27.04%,11.77%,"2,953,574,000","2,990,513,000","4,726,079,000","1,575,271,000","361,921,000",,0.98%,0.28%,0,
1143,"ФФИН БАНК, ООО",Active,2021,23.76%,6.01%,"204,704,000","3,523,997,000","4,756,610,000","1,599,822,000","111,516,000",5.46%,0.81%,0.34%,0,
1144,БРАТСКИЙ АНКБ АО,Active,2016,15.16%,5.80%,"1,900,888,000",0,"2,172,382,000","401,492,000","59,285,000",36.70%,0.65%,1.03%,0,
1144,БРАТСКИЙ АНКБ АО,Active,2017,15.56%,9.87%,"2,248,264,000",0,"2,657,414,000","432,607,000","49,660,000",37.84%,1.13%,1.00%,0,
1144,БРАТСКИЙ АНКБ АО,Active,2018,15.60%,3.89%,"1,998,811,000",0,"2,432,823,000","453,579,000","41,598,000",0.00%,0.39%,3.14%,0,
1144,БРАТСКИЙ АНКБ АО,Active,2019,14.31%,4.54%,"2,432,050,000",0,"2,771,333,000","473,424,000","47,321,000",,0.53%,2.40%,0,
1144,БРАТСКИЙ АНКБ АО,Active,2020,16.72%,9.65%,"2,244,877,000",0,"2,293,780,000","499,966,000","60,242,000",,1.07%,1.37%,0,
1144,БРАТСКИЙ АНКБ АО,Active,2021,17.67%,0.76%,"2,132,249,000",0,"2,064,626,000","538,221,000","21,480,000",,0.09%,1.24%,0,
1151,"КАЛУГА, ООО КБ",Active,2016,30.37%,3.23%,"972,483,000",0,"945,841,000","377,839,000","24,797,000",72.42%,0.80%,0.01%,0,
1151,"КАЛУГА, ООО КБ",Active,2017,30.57%,2.32%,"954,261,000",0,"1,195,128,000","371,364,000","17,435,000",72.04%,0.53%,0.08%,0,
1151,"КАЛУГА, ООО КБ",Active,2018,28.40%,1.61%,"1,043,337,000",0,"1,211,653,000","380,281,000","14,011,000",,0.33%,2.24%,0,
1151,"КАЛУГА, ООО КБ",Active,2019,26.09%,2.34%,"1,215,679,000",0,"1,179,432,000","373,463,000","16,402,000",,0.49%,2.26%,0,
1151,"КАЛУГА, ООО КБ",Active,2020,29.94%,2.54%,"1,076,385,000",0,"1,067,553,000","346,570,000","16,928,000",,0.51%,3.58%,0,
1151,"КАЛУГА, ООО КБ",Active,2021,30.68%,4.73%,"1,012,221,000",0,"920,155,000","385,458,000","46,638,000",,0.99%,0.73%,0,
1158,"КУЗНЕЦКБИЗНЕСБАНК, АО",Active,2016,27.98%,5.60%,"2,449,505,000","1,133,637,000","4,345,449,000","1,413,324,000","126,227,000",26.42%,1.12%,5.16%,0,
1158,"КУЗНЕЦКБИЗНЕСБАНК, АО",Active,2017,23.22%,5.48%,"2,602,213,000","3,134,181,000","5,075,019,000","1,554,965,000","136,685,000",27.04%,1.06%,3.31%,0,
1158,"КУЗНЕЦКБИЗНЕСБАНК, АО",Active,2018,21.69%,4.15%,"2,841,508,000","2,402,703,000","5,151,227,000","1,568,196,000","115,333,000",27.49%,0.80%,2.48%,0,
1158,"КУЗНЕЦКБИЗНЕСБАНК, АО",Active,2019,24.50%,5.48%,"3,305,366,000","2,140,337,000","5,182,859,000","1,674,239,000","104,219,000",36.18%,1.12%,2.10%,0,
1158,"КУЗНЕЦКБИЗНЕСБАНК, АО",Active,2020,26.81%,2.86%,"3,394,277,000","1,663,701,000","4,732,735,000","1,682,917,000","109,754,000",34.29%,0.59%,2.58%,0,
1158,"КУЗНЕЦКБИЗНЕСБАНК, АО",Active,2021,22.73%,3.97%,"4,087,159,000","1,735,986,000","4,794,791,000","1,753,190,000","141,835,000",44.67%,0.88%,1.68%,0,
1165,"КРЕДПРОМБАНК, АО",Inactive,2016,32.53%,-1.29%,"1,064,231,000",0,"680,442,000","560,166,000","2,723,000",55.06%,-0.24%,6.42%,0,
1165,"КРЕДПРОМБАНК, АО",Inactive,2017,30.18%,-1.91%,"1,058,808,000",0,"491,065,000","507,647,000","-42,518,000",71.63%,-0.44%,11.04%,0,
1165,"КРЕДПРОМБАНК, АО",Inactive,2018,33.58%,-10.08%,"1,015,992,000",0,"524,770,000","537,973,000","23,239,000",0.00%,-2.20%,10.09%,0,
1166,"РАДИОТЕХБАНК, ПАО НКБ",In bankruptcy,2016,16.47%,-8.88%,"3,366,260,000","11,189,000","3,034,207,000","714,102,000","-74,277,000",43.04%,-1.58%,2.52%,0,
1166,"РАДИОТЕХБАНК, ПАО НКБ",In bankruptcy,2017,12.99%,-48.47%,"2,576,518,000","252,973,000","2,688,240,000","452,851,000","-231,360,000",32.01%,-5.82%,3.07%,0,
1166,"РАДИОТЕХБАНК, ПАО НКБ",In bankruptcy,2018,12.22%,-24.25%,"3,039,308,000","197,410,000","2,823,891,000","474,474,000","-148,436,000",,-2.63%,4.79%,0,
1184,"ГРИНКОМБАНК, АО",In bankruptcy,2016,34.49%,-20.37%,"481,329,000","158,564,000","527,212,000","448,294,000","-201,030,000",9.23%,-5.62%,16.30%,0,
1184,"ГРИНКОМБАНК, АО",In bankruptcy,2017,32.57%,-62.86%,"316,373,000","76,551,000","417,461,000","333,547,000","-234,085,000",3.96%,-18.38%,26.09%,0,
1184,"ГРИНКОМБАНК, АО",In bankruptcy,2018,39.80%,6.28%,"154,188,000","36,222,000","342,039,000","331,627,000","65,183,000",,2.10%,63.52%,0,
1189,"КВАНТ МОБАЙЛ БАНК, ПАО",Inactive,2016,10.50%,1.63%,"30,325,034,000","8,140,000","22,247,385,000","3,289,272,000","130,092,000",70.77%,0.19%,2.85%,0,
1189,"КВАНТ МОБАЙЛ БАНК, ПАО",Inactive,2017,12.59%,1.01%,"29,025,697,000","20,922,000","18,872,880,000","3,700,127,000","-340,951,000",49.74%,0.09%,7.24%,0,
1189,"КВАНТ МОБАЙЛ БАНК, ПАО",Inactive,2018,9.11%,-1.24%,"27,378,438,000","1,310,195,000","18,453,594,000","2,607,812,000","-441,061,000",63.98%,-0.12%,7.05%,0,
1189,"КВАНТ МОБАЙЛ БАНК, ПАО",Inactive,2019,13.79%,17.38%,"22,942,968,000",0,"21,303,817,000","4,214,341,000","336,629,000",68.91%,1.68%,11.52%,0,
1189,"КВАНТ МОБАЙЛ БАНК, ПАО",Inactive,2020,12.27%,-21.78%,"17,784,751,000",0,"16,512,652,000","3,007,385,000","-534,576,000",62.86%,-2.73%,32.23%,0,
1189,"КВАНТ МОБАЙЛ БАНК, ПАО",Inactive,2021,20.60%,4.04%,"15,857,448,000",0,"13,099,084,000","4,364,304,000","670,906,000",61.27%,0.67%,33.57%,0,
1197,"КРЕДИТИНВЕСТ, ООО КБ",Inactive,2016,42.79%,2.39%,"345,475,000",0,"192,188,000","368,436,000","16,692,000",38.65%,0.67%,0.61%,0,
1197,"КРЕДИТИНВЕСТ, ООО КБ",Inactive,2017,28.88%,5.20%,"377,837,000",0,"203,414,000","410,010,000","48,326,000",44.86%,1.74%,6.28%,0,
1197,"КРЕДИТИНВЕСТ, ООО КБ",Inactive,2018,40.68%,5.23%,"328,542,000",0,"183,108,000","353,760,000","39,154,000",0.00%,1.83%,7.60%,0,
1242,"ЛИПЕЦККОМБАНК, ПАО",Inactive,2016,12.58%,-4.94%,"17,946,963,000","3,193,474,000","17,119,545,000","2,589,059,000","-152,848,000",17.51%,-0.48%,23.91%,0,
1242,"ЛИПЕЦККОМБАНК, ПАО",Inactive,2017,14.86%,9.94%,"16,719,303,000","3,506,709,000","16,061,031,000","2,869,189,000","507,569,000",21.77%,1.08%,23.01%,0,
1242,"ЛИПЕЦККОМБАНК, ПАО",Inactive,2018,20.92%,3.84%,"17,297,120,000","1,000","12,964,727,000","2,801,469,000","197,998,000",21.60%,0.47%,21.60%,0,
1249,"ТААТТА АО, БАНК",In bankruptcy,2016,16.28%,-5.10%,"3,745,765,000","768,111,000","7,057,182,000","1,469,110,000","-101,085,000",64.43%,-0.67%,6.59%,0,
1249,"ТААТТА АО, БАНК",In bankruptcy,2017,13.19%,2.93%,"4,771,374,000","585,388,000","6,890,096,000","1,394,365,000","15,561,000",79.93%,0.38%,7.54%,0,
1280,"ЧУВАШКРЕДИТПРОМБАНК ПАО, АКБ",In bankruptcy,2016,12.43%,1.31%,"4,949,473,000","12,804,000","5,263,842,000","835,450,000","23,904,000",39.88%,0.14%,1.61%,0,
1280,"ЧУВАШКРЕДИТПРОМБАНК ПАО, АКБ",In bankruptcy,2017,10.04%,-5.47%,"4,276,477,000","76,178,000","4,613,535,000","564,729,000","-176,458,000",34.41%,-0.58%,1.74%,0,
1280,"ЧУВАШКРЕДИТПРОМБАНК ПАО, АКБ",In bankruptcy,2018,10.20%,4.74%,"3,291,305,000","9,569,000","3,863,292,000","491,980,000","23,933,000",0.00%,0.40%,1.85%,0,
1281,"АРЗАМАС, АО КОМБАНК",Active,2016,29.32%,5.28%,"952,953,000","527,581,000","1,074,858,000","483,006,000","40,150,000",66.52%,1.56%,0.43%,0,
1281,"АРЗАМАС, АО КОМБАНК",Active,2017,26.20%,6.54%,"701,827,000","917,062,000","1,151,108,000","527,769,000","73,265,000",37.83%,1.77%,0.41%,0,
1281,"АРЗАМАС, АО КОМБАНК",Active,2018,32.37%,4.39%,"763,331,000","919,101,000","1,195,149,000","566,009,000","62,333,000",,1.28%,0.95%,0,
1281,"АРЗАМАС, АО КОМБАНК",Active,2019,29.83%,3.05%,"808,780,000","1,137,402,000","1,458,008,000","616,740,000","60,408,000",,0.87%,0.56%,0,
1281,"АРЗАМАС, АО КОМБАНК",Active,2020,29.63%,5.52%,"594,049,000","1,509,840,000","1,492,282,000","656,898,000","76,590,000",,1.54%,1.15%,0,
1281,"АРЗАМАС, АО КОМБАНК",Active,2021,29.94%,8.08%,"842,054,000","1,179,725,000","1,584,989,000","656,653,000","38,983,000",,2.21%,0.47%,0,
1284,БАНК СБРР (ООО),In bankruptcy,2016,17.06%,-2.19%,"2,149,892,000","1,628,675,000","3,313,107,000","425,788,000","-67,165,000",11.01%,-0.21%,1.43%,0,
1284,БАНК СБРР (ООО),In bankruptcy,2017,13.86%,-1.39%,"1,798,175,000","875,835,000","3,275,820,000","387,714,000","-66,305,000",18.32%,-0.13%,3.44%,0,
1288,"СТАВРОПОЛЬПРОМСТРОЙБАНК, ПАО",Active,2016,13.93%,1.45%,"4,206,397,000","469,609,000","3,600,174,000","1,058,519,000","56,501,000",9.98%,0.18%,4.64%,0,
1288,"СТАВРОПОЛЬПРОМСТРОЙБАНК, ПАО",Active,2017,14.74%,2.93%,"3,851,719,000","642,121,000","3,264,851,000","1,088,254,000","92,905,000",10.64%,0.40%,4.86%,0,
1288,"СТАВРОПОЛЬПРОМСТРОЙБАНК, ПАО",Active,2018,15.14%,-1.53%,"3,639,738,000","682,603,000","3,834,717,000","965,304,000","-67,710,000",7.25%,-0.20%,3.87%,0,
1288,"СТАВРОПОЛЬПРОМСТРОЙБАНК, ПАО",Active,2019,14.63%,2.32%,"3,887,485,000","812,069,000","3,834,552,000","882,425,000","23,058,000",,0.27%,12.77%,0,
1288,"СТАВРОПОЛЬПРОМСТРОЙБАНК, ПАО",Active,2020,14.73%,2.84%,"4,003,329,000","831,781,000","3,643,465,000","868,739,000","12,915,000",,0.31%,12.03%,0,
1288,"СТАВРОПОЛЬПРОМСТРОЙБАНК, ПАО",Active,2021,14.96%,-0.54%,"3,978,468,000","280,221,000","4,274,611,000","826,837,000","51,900,000",,-0.05%,13.78%,0,
1291,"ВАКОБАНК, АО КБ",Active,2016,70.95%,5.95%,"349,887,000","32,157,000","341,933,000","383,649,000","46,215,000",16.35%,2.00%,12.20%,0,
1291,"ВАКОБАНК, АО КБ",Active,2017,98.48%,6.62%,"286,952,000","25,366,000","366,939,000","409,999,000","37,733,000",11.08%,2.12%,16.80%,0,
1291,"ВАКОБАНК, АО КБ",Active,2018,105.04%,6.34%,"239,330,000","17,911,000","478,878,000","449,325,000","48,503,000",,2.00%,13.54%,0,
1291,"ВАКОБАНК, АО КБ",Active,2019,113.80%,7.96%,"232,038,000","54,529,000","609,362,000","474,417,000","40,304,000",,2.53%,6.72%,0,
1291,"ВАКОБАНК, АО КБ",Active,2020,118.20%,2.61%,"254,465,000","26,130,000","471,955,000","488,540,000","40,653,000",,0.79%,6.32%,0,
1291,"ВАКОБАНК, АО КБ",Active,2021,115.30%,4.31%,"306,300,000","10,314,000","406,087,000","530,847,000","41,631,000",,1.49%,5.37%,0,
1307,"ЭНЕРГОТРАНСБАНК (АО), КБ",Active,2016,24.27%,5.75%,"8,490,582,000","6,200,114,000","14,159,474,000","4,878,590,000","139,912,000",61.75%,1.42%,6.07%,0,
1307,"ЭНЕРГОТРАНСБАНК (АО), КБ",Active,2017,21.54%,4.02%,"7,714,332,000","9,759,974,000","16,387,405,000","4,791,484,000","298,677,000",68.24%,0.78%,6.09%,0,
1307,"ЭНЕРГОТРАНСБАНК (АО), КБ",Active,2018,18.22%,5.76%,"8,272,126,000","13,898,193,000","39,297,710,000","4,503,305,000","393,498,000",93.87%,0.70%,2.56%,0,
1307,"ЭНЕРГОТРАНСБАНК (АО), КБ",Active,2019,18.12%,34.15%,"8,897,255,000","10,825,914,000","28,101,871,000","5,137,123,000","2,245,730,000",78.64%,3.26%,2.33%,0,
1307,"ЭНЕРГОТРАНСБАНК (АО), КБ",Active,2020,21.91%,5.18%,"12,047,851,000","10,552,203,000","25,940,048,000","5,576,006,000","414,495,000",29.50%,0.58%,2.19%,0,
1307,"ЭНЕРГОТРАНСБАНК (АО), КБ",Active,2021,22.06%,4.19%,"17,161,175,000","8,930,147,000","25,580,234,000","5,815,839,000","337,911,000",42.04%,0.55%,1.82%,0,
1309,"НБТ, АО БАНК",In bankruptcy,2016,59.94%,-5.01%,"201,679,000",0,"118,084,000","351,137,000","-14,189,000",21.88%,-2.69%,8.67%,0,
1309,"НБТ, АО БАНК",In bankruptcy,2017,60.99%,-5.29%,"211,243,000",0,"122,248,000","336,884,000","-22,946,000",13.89%,-2.36%,7.95%,0,
1309,"НБТ, АО БАНК",In bankruptcy,2018,62.89%,-10.21%,"96,440,000",0,"100,993,000","673,320,000","-74,648,000",3.08%,-6.54%,23.15%,0,
1309,"НБТ, АО БАНК",In bankruptcy,2019,45.13%,-43.81%,"50,246,000",0,"62,158,000","187,462,000","-459,215,000",,-31.58%,35.50%,0,
1312,"ТКПБ, АО БАНК",Active,2016,17.22%,1.81%,"2,273,789,000",0,"1,740,546,000","461,836,000","14,812,000",22.70%,0.27%,4.51%,0,
1312,"ТКПБ, АО БАНК",Active,2017,21.47%,1.85%,"1,725,987,000",0,"1,756,499,000","480,881,000","26,966,000",21.06%,0.28%,4.42%,0,
1312,"ТКПБ, АО БАНК",Active,2018,21.15%,1.95%,"1,688,290,000",0,"1,540,250,000","503,639,000","29,379,000",,0.32%,4.24%,0,
1312,"ТКПБ, АО БАНК",Active,2019,26.68%,2.72%,"1,194,759,000",0,"1,636,767,000","516,313,000","36,763,000",,0.50%,5.34%,0,
1312,"ТКПБ, АО БАНК",Active,2020,24.68%,2.02%,"1,270,307,000",0,"1,238,198,000","476,819,000","22,881,000",,0.36%,6.12%,0,
1312,"ТКПБ, АО БАНК",Active,2021,27.28%,2.53%,"983,713,000",0,"981,295,000","463,882,000","24,367,000",,0.51%,5.16%,0,
1317,"СОБИНБАНК, АО",Inactive,2016,15.43%,-11.65%,"13,833,544,000","2,470,685,000","3,585,440,000","3,483,580,000","-507,910,000",86.25%,-1.54%,44.29%,0,
1317,"СОБИНБАНК, АО",Inactive,2017,27.48%,-1.11%,"3,792,857,000","6,767,800,000","2,623,949,000","3,137,081,000","41,210,000",0.04%,-0.17%,85.85%,0,
1317,"СОБИНБАНК, АО",Inactive,2018,36.65%,7.58%,"5,698,662,000","1,839,924,000","585,648,000","3,023,375,000","465,797,000",0.00%,0.95%,94.64%,0,
1317,"СОБИНБАНК, АО",Inactive,2019,47.95%,6.98%,"3,234,924,000","1,379,729,000","366,045,000","3,015,605,000","138,417,000",0.00%,1.29%,100.00%,0,
1319,"ЭКОНОМБАНК, АО",Active,2017,0.00%,5.48%,"9,121,880,000","7,685,712,000","19,640,769,000","-915,049,000","-48,867,000",46.54%,-0.22%,60.50%,0,
1319,"ЭКОНОМБАНК, АО",Active,2018,0.00%,-1.79%,"9,313,371,000","7,673,830,000","19,360,142,000","-983,376,000","72,870,000",59.41%,0.08%,55.25%,0,
1319,"ЭКОНОМБАНК, АО",Active,2019,0.00%,33.27%,"9,952,556,000","9,572,679,000","22,138,505,000","-1,550,445,000","-491,717,000",0.00%,-1.77%,45.19%,0,
1319,"ЭКОНОМБАНК, АО",Active,2020,0.00%,-3.46%,"8,586,922,000","11,209,030,000","21,784,732,000","-1,296,967,000","286,543,000",0.00%,0.20%,51.88%,0,
1319,"ЭКОНОМБАНК, АО",Active,2021,0.00%,-6.56%,"8,393,233,000","13,269,164,000","21,457,148,000","-1,047,704,000","400,348,000",0.00%,0.32%,58.13%,0,
1326,"АЛЬФА-БАНК, АО",Active,2017,12.04%,3.50%,"1,866,385,174,000","357,108,289,000","1,425,282,413,000","335,021,486,000","56,040,175,000",53.52%,0.44%,8.26%,1,
1326,"АЛЬФА-БАНК, АО",Active,2018,13.52%,14.83%,"2,430,572,719,000","526,570,284,000","1,848,905,944,000","450,867,286,000","134,830,703,000",54.49%,2.00%,6.71%,1,
1326,"АЛЬФА-БАНК, АО",Active,2019,12.65%,12.21%,"2,690,211,185,000","562,524,205,000","2,067,862,130,000","485,640,427,000","69,068,834,000",51.53%,1.52%,7.84%,1,
1326,"АЛЬФА-БАНК, АО",Active,2020,13.08%,22.41%,"3,502,119,700,000","581,715,739,000","2,397,535,576,000","566,727,495,000","204,573,164,000",56.72%,2.98%,5.42%,1,
1326,"АЛЬФА-БАНК, АО",Active,2021,14.39%,13.37%,"4,316,979,880,000","541,226,875,000","3,219,290,779,000","760,152,662,000","170,576,840,000",55.66%,1.69%,4.02%,1,
1329,"СОЛИД БАНК, АО",Active,2017,10.41%,-1.58%,"7,920,601,000","193,981,000","7,348,928,000","1,635,190,000","-83,121,000",72.44%,-0.24%,16.27%,0,
1329,"СОЛИД БАНК, АО",Active,2018,14.70%,-5.38%,"7,657,731,000","1,098,672,000","7,418,120,000","1,987,436,000","-119,071,000",47.40%,-0.83%,18.33%,0,
1329,"СОЛИД БАНК, АО",Active,2019,11.94%,-3.89%,"6,729,802,000","445,416,000","7,155,127,000","1,699,717,000","132,353,000",43.56%,-0.63%,17.58%,0,
1329,"СОЛИД БАНК, АО",Active,2020,16.50%,-7.17%,"6,059,678,000","893,654,000","6,046,673,000","1,705,341,000","-215,091,000",49.74%,-1.12%,14.85%,0,
1329,"СОЛИД БАНК, АО",Active,2021,16.49%,8.90%,"5,538,104,000","1,142,112,000","6,286,973,000","1,804,985,000","257,821,000",70.75%,1.60%,14.29%,0,
1343,"ЛЕВОБЕРЕЖНЫЙ (ПАО), БАНК",Active,2016,13.37%,9.72%,"31,998,806,000","6,144,222,000","31,196,345,000","4,953,801,000","1,132,227,000",49.31%,0.99%,6.71%,0,
1343,"ЛЕВОБЕРЕЖНЫЙ (ПАО), БАНК",Active,2017,14.97%,18.72%,"34,152,349,000","6,337,551,000","34,396,610,000","6,419,886,000","2,288,765,000",63.84%,2.11%,5.34%,0,
1343,"ЛЕВОБЕРЕЖНЫЙ (ПАО), БАНК",Active,2018,15.09%,16.92%,"43,770,717,000","6,363,301,000","41,761,064,000","7,786,023,000","2,494,784,000",68.14%,2.11%,4.59%,0,
1343,"ЛЕВОБЕРЕЖНЫЙ (ПАО), БАНК",Active,2019,12.99%,18.36%,"54,858,735,000","7,506,208,000","50,258,513,000","9,027,559,000","2,741,947,000",71.15%,2.40%,2.15%,0,
1343,"ЛЕВОБЕРЕЖНЫЙ (ПАО), БАНК",Active,2020,13.78%,11.70%,"52,458,302,000","10,884,888,000","53,004,600,000","10,405,614,000","2,288,283,000",70.57%,1.54%,2.11%,0,
1343,"ЛЕВОБЕРЕЖНЫЙ (ПАО), БАНК",Active,2021,13.91%,12.67%,"60,704,747,000","10,947,535,000","64,246,070,000","12,293,800,000","2,777,165,000",67.76%,1.77%,1.89%,0,
1352,"НОВОБАНК, ПАО УКБ",Active,2016,35.07%,7.13%,"1,628,622,000","1,186,243,000","2,638,222,000","1,189,453,000","159,361,000",31.41%,1.43%,9.39%,0,
1352,"НОВОБАНК, ПАО УКБ",Active,2017,37.74%,8.84%,"1,599,382,000","985,088,000","3,151,302,000","1,407,324,000","183,575,000",27.96%,1.81%,4.16%,0,
1352,"НОВОБАНК, ПАО УКБ",Active,2018,36.50%,6.28%,"1,724,465,000","1,272,943,000","3,710,422,000","1,497,330,000","142,376,000",21.73%,1.32%,3.97%,0,
1352,"НОВОБАНК, ПАО УКБ",Active,2019,40.93%,3.99%,"2,203,896,000","1,134,201,000","3,891,206,000","1,572,694,000","130,859,000",25.60%,0.91%,2.91%,0,
1352,"НОВОБАНК, ПАО УКБ",Active,2020,38.06%,3.27%,"2,177,566,000","1,664,605,000","4,908,032,000","1,642,900,000","92,774,000",45.95%,0.60%,3.51%,0,
1352,"НОВОБАНК, ПАО УКБ",Active,2021,34.97%,2.83%,"2,111,331,000","2,259,742,000","6,717,682,000","1,639,770,000","127,599,000",71.52%,0.48%,1.39%,0,
1370,"УРАЛФИНАНС, ООО КБ",Active,2016,29.42%,,"185,916,000","946,964,000","647,936,000",,"34,227,000",4.53%,1.08%,54.53%,0,
1370,"УРАЛФИНАНС, ООО КБ",Active,2017,36.49%,36.46%,"168,668,000","1,449,948,000","771,656,000","417,905,000","58,948,000",2.79%,1.39%,55.38%,0,
1370,"УРАЛФИНАНС, ООО КБ",Active,2018,37.34%,9.77%,"91,374,000","1,074,804,000","796,382,000","458,921,000","85,107,000",0.00%,1.30%,29.97%,0,
1370,"УРАЛФИНАНС, ООО КБ",Active,2019,39.26%,14.01%,"113,824,000","372,868,000","833,430,000","546,618,000","119,892,000",,1.96%,36.31%,0,
1370,"УРАЛФИНАНС, ООО КБ",Active,2020,34.58%,-1.82%,"161,032,000","694,571,000","935,140,000","499,346,000","10,689,000",,-0.31%,13.38%,0,
1370,"УРАЛФИНАНС, ООО КБ",Active,2021,24.78%,-4.51%,"348,071,000","1,340,031,000","751,748,000","429,798,000","-45,043,000",,-0.77%,5.85%,0,
1376,"СНЕЖИНСКИЙ АО, БАНК",Active,2016,18.95%,6.37%,"5,660,767,000","1,256,440,000","5,425,314,000","1,409,051,000","88,587,000",28.61%,0.94%,6.85%,0,
1376,"СНЕЖИНСКИЙ АО, БАНК",Active,2017,21.84%,5.36%,"5,519,193,000","1,671,113,000","5,627,829,000","1,478,410,000","115,874,000",23.51%,0.77%,7.73%,0,
1376,"СНЕЖИНСКИЙ АО, БАНК",Active,2018,20.83%,11.21%,"4,959,381,000","2,536,894,000","6,235,562,000","1,572,497,000","372,565,000",20.08%,1.55%,8.47%,0,
1376,"СНЕЖИНСКИЙ АО, БАНК",Active,2019,16.41%,14.06%,"3,764,852,000","5,693,893,000","6,287,919,000","1,679,400,000","449,625,000",14.47%,2.06%,9.35%,0,
1376,"СНЕЖИНСКИЙ АО, БАНК",Active,2020,18.68%,13.40%,"3,134,928,000","6,471,479,000","6,201,821,000","2,028,583,000","404,086,000",11.36%,2.10%,11.43%,0,
1376,"СНЕЖИНСКИЙ АО, БАНК",Active,2021,22.70%,7.32%,"3,491,024,000","5,236,200,000","5,856,673,000","2,217,218,000","264,833,000",9.46%,1.32%,6.26%,0,
1398,РОСКОМСНАББАНК (ПАО),In bankruptcy,2016,8.97%,5.08%,"15,337,674,000","1,603,000","17,076,283,000","2,135,424,000","-225,565,000",107.37%,0.44%,2.45%,0,
