Reg,Bank,Status,Year,Н1.0,ROE,Loans,Securities,Deposits,Equity,EBT,H4,ROA,Overdue_debt_ratio,Hedge_indicator,
804,"СЛАВЯНБАНК, АО НКБ",Active,2017,50.99%,-3.21%,"253,838,000",0,"72,280,000","327,106,000","-9,643,000",30.69%,-1.22%,2.78%,0,
804,"СЛАВЯНБАНК, АО НКБ",Active,2018,59.87%,2.03%,"232,214,000",0,"10,508,000","344,080,000","20,212,000",,0.91%,0.73%,0,
804,"СЛАВЯНБАНК, АО НКБ",Active,2019,64.30%,1.73%,"229,318,000",0,"10,479,000","342,219,000","17,879,000",,0.82%,0.72%,0,
804,"СЛАВЯНБАНК, АО НКБ",Active,2020,64.05%,2.60%,"265,895,000",0,"8,044,000","354,519,000","30,476,000",,1.25%,0.11%,0,
804,"СЛАВЯНБАНК, АО НКБ",Active,2021,70.46%,2.96%,"258,451,000",0,"57,614,000","376,204,000","25,463,000",,1.34%,0.11%,0,
812,"УРАЛТРАНСБАНК, ПАО",In bankruptcy,2016,11.32%,-12.86%,"5,607,488,000","299,612,000","10,870,242,000","1,263,643,000","-242,693,000",30.54%,-0.96%,15.96%,0,
812,"УРАЛТРАНСБАНК, ПАО",In bankruptcy,2017,9.48%,-23.91%,"6,984,075,000","2,314,621,000","9,288,808,000","890,243,000","-331,399,000",23.84%,-1.55%,18.55%,0,
826,"КБ ТАЛЬМЕНКА-БАНК, ООО",In bankruptcy,2016,22.64%,4.56%,"1,704,316,000",0,"1,153,254,000","330,305,000","-87,615,000",86.78%,0.77%,1.12%,0,
840,"НОВАЦИЯ, ПАО АКБ",In bankruptcy,2016,7.94%,14.38%,"2,059,258,000","689,000","1,552,285,000","201,621,000","-281,918,000",63.47%,2.18%,6.04%,0,
841,"ВАЙЛДБЕРРИЗ БАНК, ООО",Active,2016,56.40%,-0.13%,"297,536,000","129,921,000","236,543,000","363,330,000","791,000",13.60%,-0.07%,9.60%,0,
841,"ВАЙЛДБЕРРИЗ БАНК, ООО",Active,2017,44.11%,-1.26%,"326,651,000","200,062,000","305,225,000","342,841,000","-10,513,000",24.97%,-0.64%,6.67%,0,
841,"ВАЙЛДБЕРРИЗ БАНК, ООО",Active,2018,40.68%,-4.68%,"305,249,000","198,305,000","305,375,000","328,711,000","-28,945,000",,-1.86%,11.78%,0,
841,"ВАЙЛДБЕРРИЗ БАНК, ООО",Active,2019,41.92%,-2.80%,"302,199,000","97,261,000","334,027,000","305,656,000","-21,621,000",,-1.33%,3.49%,0,
841,"ВАЙЛДБЕРРИЗ БАНК, ООО",Active,2020,41.53%,-4.56%,"310,823,000","100,190,000","285,286,000","302,088,000","-21,791,000",,-1.84%,1.02%,0,
841,"ВАЙЛДБЕРРИЗ БАНК, ООО",Active,2021,51.97%,-3.96%,"319,428,000","38,342,000","158,978,000","318,831,000","-31,478,000",,-1.78%,2.41%,0,
842,"КЕТОВСКИЙ, ООО КБ",Active,2016,20.34%,3.28%,"1,332,938,000",0,"976,418,000","412,831,000","31,541,000",48.62%,0.69%,13.45%,0,
842,"КЕТОВСКИЙ, ООО КБ",Active,2017,21.64%,5.17%,"1,508,611,000",0,"1,196,821,000","435,922,000","44,618,000",61.56%,0.99%,8.78%,0,
842,"КЕТОВСКИЙ, ООО КБ",Active,2018,20.35%,8.17%,"1,490,724,000",0,"1,193,078,000","450,350,000","82,929,000",0.00%,1.41%,9.28%,0,
842,"КЕТОВСКИЙ, ООО КБ",Active,2019,18.98%,17.11%,"1,877,900,000",0,"1,520,991,000","506,373,000","126,415,000",,3.07%,9.04%,0,
842,"КЕТОВСКИЙ, ООО КБ",Active,2020,18.09%,9.83%,"1,864,837,000",0,"1,493,214,000","490,482,000","89,074,000",,1.60%,9.04%,0,
842,"КЕТОВСКИЙ, ООО КБ",Active,2021,21.73%,10.71%,"2,000,028,000",0,"1,486,686,000","568,675,000","174,107,000",,1.71%,8.01%,0,
843,"ДАЛЬНЕВОСТОЧНЫЙ БАНК, АО",Active,2016,21.69%,6.99%,"18,982,323,000","962,107,000","11,694,365,000","5,652,115,000","940,500,000",30.00%,1.14%,8.69%,0,
843,"ДАЛЬНЕВОСТОЧНЫЙ БАНК, АО",Active,2019,27.07%,12.69%,"21,911,808,000","1,775,994,000","15,936,394,000","8,214,651,000","2,835,770,000",33.45%,2.24%,13.20%,0,
843,"ДАЛЬНЕВОСТОЧНЫЙ БАНК, АО",Active,2020,26.50%,7.25%,"21,143,351,000","11,377,768,000","17,080,139,000","9,161,246,000","955,526,000",33.70%,1.61%,15.58%,0,
843,"ДАЛЬНЕВОСТОЧНЫЙ БАНК, АО",Active,2021,29.18%,4.97%,"22,943,036,000","13,698,541,000","19,884,863,000","9,818,000,000","1,097,075,000",37.65%,1.08%,12.57%,0,
857,"ДОЛИНСК (АО), КБ",Active,2016,18.41%,5.22%,"1,067,241,000",0,"2,051,718,000","400,349,000","33,179,000",15.24%,0.53%,7.97%,0,
857,"ДОЛИНСК (АО), КБ",Active,2017,19.57%,4.47%,"830,953,000",0,"2,355,430,000","397,189,000","31,759,000",16.94%,0.41%,3.84%,0,
857,"ДОЛИНСК (АО), КБ",Active,2018,21.19%,0.02%,"925,140,000",0,"2,366,394,000","407,808,000","33,991,000",0.00%,0.00%,0.53%,0,
857,"ДОЛИНСК (АО), КБ",Active,2019,14.42%,7.30%,"1,183,965,000",0,"2,684,568,000","361,704,000","31,983,000",,0.68%,0.90%,0,
857,"ДОЛИНСК (АО), КБ",Active,2020,13.29%,0.89%,"1,624,483,000",0,"2,181,412,000","382,137,000","-4,670,000",,0.08%,0.35%,0,
857,"ДОЛИНСК (АО), КБ",Active,2021,15.35%,-3.17%,"1,397,738,000",0,"2,043,813,000","368,461,000","-24,744,000",,-0.30%,0.36%,0,
860,"КАНСКИЙ ООО, КБ",In bankruptcy,2016,10.00%,-15.18%,"2,071,351,000",0,"1,917,589,000","323,609,000","-207,132,000",47.22%,-2.19%,8.20%,0,
874,"ПРОХЛАДНЫЙ ООО, БАНК",Inactive,2016,41.13%,1.78%,"702,938,000",0,"405,005,000","368,145,000","23,669,000",86.68%,0.73%,3.21%,0,
874,"ПРОХЛАДНЫЙ ООО, БАНК",Inactive,2017,33.92%,0.90%,"926,173,000",0,"591,536,000","397,267,000","41,625,000",101.61%,0.32%,0.59%,0,
874,"ПРОХЛАДНЫЙ ООО, БАНК",Inactive,2018,34.94%,-2.26%,"923,294,000",0,"696,787,000","400,081,000","9,324,000",,-0.67%,1.03%,0,
874,"ПРОХЛАДНЫЙ ООО, БАНК",Inactive,2019,28.15%,-0.92%,"1,096,780,000",0,"761,483,000","362,494,000","-4,956,000",,-0.25%,1.99%,0,
880,"ЮГРА, ПАО БАНК",In bankruptcy,2016,15.22%,-26.05%,"261,193,358,000","1,177,380,000","214,104,490,000","45,317,281,000","-32,548,607,000",88.39%,-4.71%,0.37%,0,
889,АНКОР БАНК (АО),In bankruptcy,2016,13.65%,0.05%,"4,771,842,000","2,029,230,000","5,850,748,000","1,899,299,000","-135,499,000",45.01%,0.01%,5.92%,0,
903,"ВЛАДБИЗНЕСБАНК, АО",Active,2017,27.67%,2.79%,"1,885,886,000","15,174,000","1,359,986,000","675,029,000","62,064,000",98.47%,0.60%,5.19%,0,
903,"ВЛАДБИЗНЕСБАНК, АО",Active,2018,42.94%,2.74%,"1,976,587,000","65,825,000","1,539,352,000","1,145,415,000","101,664,000",71.39%,0.72%,3.88%,0,
903,"ВЛАДБИЗНЕСБАНК, АО",Active,2019,32.41%,8.16%,"2,620,476,000","241,153,000","1,635,028,000","1,157,639,000","108,321,000",62.70%,2.59%,4.33%,0,
903,"ВЛАДБИЗНЕСБАНК, АО",Active,2020,24.71%,5.29%,"3,107,897,000","471,907,000","1,978,164,000","1,091,870,000","111,647,000",93.81%,1.50%,4.67%,0,
903,"ВЛАДБИЗНЕСБАНК, АО",Active,2021,24.18%,3.45%,"3,226,290,000","450,662,000","2,281,440,000","1,142,463,000","84,745,000",74.85%,0.85%,3.24%,0,
912,"МИНБАНК, АО",Inactive,2016,10.48%,-1.40%,"180,776,897,000","28,557,053,000","190,757,467,000","30,192,252,000","481,275,000",47.70%,-0.15%,2.15%,0,
912,"МИНБАНК, АО",Inactive,2017,9.32%,-3.59%,"206,707,615,000","25,093,738,000","216,385,083,000","30,537,658,000","-4,445,774,000",51.92%,-0.38%,2.02%,0,
912,"МИНБАНК, АО",Inactive,2018,9.01%,-8.04%,"205,382,767,000","26,578,885,000","221,085,948,000","29,233,521,000","-2,738,633,000",48.17%,-0.78%,2.14%,0,
912,"МИНБАНК, АО",Inactive,2019,12.20%,2121.53%,"245,925,638,000","49,506,348,000","208,812,148,000","22,748,554,000","-125,057,061,000",22.97%,-19.62%,55.42%,0,
912,"МИНБАНК, АО",Inactive,2020,3.10%,-20.96%,"176,392,392,000","129,833,863,000","160,814,729,000","5,922,127,000","15,815,057,000",28.19%,-0.81%,62.04%,0,
912,"МИНБАНК, АО",Inactive,2021,0.00%,24.43%,"174,312,755,000","125,994,238,000","140,522,866,000","-10,934,643,000","-15,551,430,000",0.00%,0.50%,57.95%,0,
918,"ЗАПСИБКОМБАНК, ПАО",Inactive,2016,13.86%,3.59%,"86,335,368,000","15,207,627,000","91,464,410,000","13,880,116,000","1,358,476,000",62.57%,0.43%,3.71%,0,
918,"ЗАПСИБКОМБАНК, ПАО",Inactive,2017,14.83%,7.83%,"77,879,730,000","23,323,895,000","94,359,605,000","15,051,934,000","2,180,924,000",44.12%,0.97%,3.53%,0,
918,"ЗАПСИБКОМБАНК, ПАО",Inactive,2018,14.43%,7.12%,"88,140,020,000","22,277,406,000","100,511,710,000","16,011,000,000","2,339,058,000",48.62%,0.87%,2.98%,0,
918,"ЗАПСИБКОМБАНК, ПАО",Inactive,2019,12.20%,11.07%,"121,148,458,000","16,185,819,000","112,972,225,000","17,381,507,000","3,259,886,000",62.25%,1.38%,2.81%,0,
918,"ЗАПСИБКОМБАНК, ПАО",Inactive,2020,18.33%,9.59%,"71,457,502,000","9,580,515,000","54,933,503,000","17,707,070,000","2,774,819,000",70.07%,1.25%,3.92%,0,
918,"ЗАПСИБКОМБАНК, ПАО",Inactive,2021,80.56%,3.82%,"5,165,305,000","1,522,020,000","2,075,935,000","20,827,496,000",0,12.24%,1.21%,43.47%,0,
930,"НОВЫЙ ПРОМЫШЛЕННЫЙ БАНК, АО",Inactive,2016,32.96%,1.99%,"944,484,000","121,638,000","11,204,000","336,776,000","-21,316,000",26.46%,0.62%,10.94%,0,
930,"НОВЫЙ ПРОМЫШЛЕННЫЙ БАНК, АО",Inactive,2017,52.85%,-2.90%,"715,798,000","94,998,000","4,000","388,565,000","75,795,000",21.41%,-0.78%,35.46%,0,
937,"ОРБАНК, АО",It's being liquidated,2016,11.00%,0.72%,"1,919,246,000","1,683,381,000","1,586,892,000","463,707,000","11,693,000",49.03%,0.08%,12.91%,0,
937,"ОРБАНК, АО",It's being liquidated,2017,14.27%,2.51%,"1,979,687,000","915,209,000","1,499,980,000","476,031,000","29,284,000",48.08%,0.24%,24.12%,0,
937,"ОРБАНК, АО",It's being liquidated,2018,16.67%,1.44%,"1,595,057,000","429,426,000","1,076,767,000","468,469,000","10,694,000",0.00%,0.16%,36.52%,0,
937,"ОРБАНК, АО",It's being liquidated,2019,21.04%,0.06%,"1,811,913,000","231,790,000","1,155,690,000","445,798,000","6,603,000",,0.01%,46.76%,0,
937,"ОРБАНК, АО",It's being liquidated,2020,21.87%,0.18%,"1,620,179,000","297,310,000","1,266,468,000","447,898,000","1,506,000",,0.02%,44.60%,0,
963,"СОВКОМБАНК, ПАО",Active,2016,12.78%,17.50%,"302,463,663,000","213,442,544,000","273,055,685,000","50,052,622,000","20,296,600,000",81.88%,1.57%,7.18%,0,
963,"СОВКОМБАНК, ПАО",Active,2017,12.94%,12.26%,"416,374,324,000","220,092,437,000","362,410,445,000","68,842,373,000","16,076,262,000",91.10%,1.18%,7.23%,0,
963,"СОВКОМБАНК, ПАО",Active,2018,12.55%,17.13%,"581,373,208,000","292,615,316,000","500,187,346,000","104,658,374,000","16,878,645,000",42.24%,1.68%,5.29%,1,
963,"СОВКОМБАНК, ПАО",Active,2019,13.04%,15.82%,"641,798,945,000","408,384,912,000","656,112,835,000","138,918,780,000","45,707,968,000",43.85%,1.64%,7.14%,1,
963,"СОВКОМБАНК, ПАО",Active,2020,15.27%,4.11%,"764,074,932,000","553,513,510,000","840,707,559,000","208,212,212,000","23,281,633,000",45.90%,0.47%,7.38%,1,
963,"СОВКОМБАНК, ПАО",Active,2021,12.58%,14.00%,"1,464,948,567,000","398,360,088,000","1,195,837,918,000","236,195,098,000","56,152,155,000",62.59%,1.70%,5.47%,1,
965,"ПЕРВОУРАЛЬСКБАНК, АО",Active,2016,32.42%,3.53%,"924,418,000","4,980,000","827,686,000","414,259,000","62,756,000",20.36%,1.20%,8.96%,0,
965,"ПЕРВОУРАЛЬСКБАНК, АО",Active,2017,22.33%,3.00%,"1,490,842,000","5,199,000","1,435,442,000","414,301,000","23,024,000",18.70%,0.65%,9.20%,0,
965,"ПЕРВОУРАЛЬСКБАНК, АО",Active,2018,18.63%,1.48%,"2,012,166,000","5,062,000","1,726,018,000","438,475,000","32,577,000",,0.27%,4.03%,0,
965,"ПЕРВОУРАЛЬСКБАНК, АО",Active,2019,12.61%,5.30%,"2,507,830,000","5,223,000","2,377,657,000","453,327,000","38,984,000",,0.83%,1.41%,0,
965,"ПЕРВОУРАЛЬСКБАНК, АО",Active,2020,13.25%,3.81%,"3,227,287,000","68,563,000","2,557,707,000","512,365,000","72,961,000",,0.52%,2.58%,0,
965,"ПЕРВОУРАЛЬСКБАНК, АО",Active,2021,12.34%,6.38%,"3,746,506,000","40,645,000","3,463,469,000","563,800,000","86,009,000",,0.78%,5.64%,0,
969,"ЕВРАЗИЙСКИЙ БАНК, АО",Inactive,2016,53.20%,-2.31%,"3,713,300,000","180,850,000","1,101,612,000","1,322,172,000","-221,530,000",7.79%,-0.81%,16.36%,0,
969,"ЕВРАЗИЙСКИЙ БАНК, АО",Inactive,2017,29.58%,-2.38%,"3,158,270,000","51,184,000","825,920,000","1,250,984,000","-59,505,000",10.97%,-0.67%,22.95%,0,
969,"ЕВРАЗИЙСКИЙ БАНК, АО",Inactive,2018,31.74%,0.57%,"2,017,037,000",0,"997,596,000","1,431,823,000","-22,655,000",8.11%,0.23%,21.40%,0,
969,"ЕВРАЗИЙСКИЙ БАНК, АО",Inactive,2019,36.03%,-8.43%,"1,562,046,000","4,837,000","595,559,000","1,486,840,000","-362,413,000",0.00%,-3.35%,81.73%,0,
969,"ЕВРАЗИЙСКИЙ БАНК, АО",Inactive,2020,60.18%,-3.89%,"1,127,956,000","53,436,000","355,076,000","1,530,328,000","-71,330,000",2.24%,-1.77%,24.39%,0,
990,"ДРУЖБА, ООО КБ",Active,2016,47.31%,1.90%,"333,701,000","5,577,000","135,215,000","328,406,000","15,497,000",14.14%,1.12%,5.47%,0,
990,"ДРУЖБА, ООО КБ",Active,2017,53.60%,-0.09%,"327,847,000","5,422,000","114,112,000","350,420,000","-12,746,000",8.75%,-0.05%,4.32%,0,
990,"ДРУЖБА, ООО КБ",Active,2018,47.28%,-0.97%,"315,234,000","2,116,000","174,199,000","355,322,000","7,631,000",0.00%,-0.58%,1.85%,0,
990,"ДРУЖБА, ООО КБ",Active,2019,59.57%,-0.73%,"221,229,000","2,225,000","89,641,000","358,026,000","39,161,000",,-0.41%,22.12%,0,
990,"ДРУЖБА, ООО КБ",Active,2020,71.32%,-0.06%,"317,203,000","884,000","386,468,000","359,393,000","-10,401,000",,-0.03%,15.65%,0,
990,"ДРУЖБА, ООО КБ",Active,2021,50.25%,-0.68%,"534,054,000",0,"461,676,000","362,342,000","81,000",,-0.26%,6.58%,0,
1000,БАНК ВТБ (ПАО),Active,2016,11.11%,3.71%,"6,583,795,545,000","1,757,884,980,000","3,847,064,338,000","1,017,820,769,000","77,382,895,000",61.27%,0.39%,3.11%,1,
1000,БАНК ВТБ (ПАО),Active,2017,11.28%,4.22%,"6,827,972,777,000","1,517,831,548,000","4,458,249,442,000","1,061,710,135,000","75,935,156,000",63.10%,0.46%,2.40%,1,
1000,БАНК ВТБ (ПАО),Active,2018,11.34%,6.73%,"10,643,005,209,000","1,329,016,704,000","8,117,582,222,000","1,583,663,029,000","291,637,078,000",69.93%,0.73%,3.17%,1,
1000,БАНК ВТБ (ПАО),Active,2019,11.15%,5.19%,"10,564,509,787,000","1,364,706,219,000","8,940,474,463,000","1,665,692,255,000","167,148,572,000",62.08%,0.57%,2.35%,1,
1000,БАНК ВТБ (ПАО),Active,2020,11.54%,3.38%,"11,756,557,922,000","2,130,451,878,000","9,690,335,703,000","1,680,426,760,000","73,249,352,000",65.95%,0.36%,3.42%,1,
1000,БАНК ВТБ (ПАО),Active,2021,10.96%,8.43%,"13,223,289,492,000","3,291,832,003,000","11,659,554,738,000","1,802,070,892,000","290,621,023,000",63.34%,0.78%,2.84%,1,
1006,"БАШПРОМБАНК, ПАО",Inactive,2016,83.57%,2.70%,"495,611,000","585,000","16,519,000","477,157,000","27,016,000",39.70%,2.30%,8.80%,0,
1016,"ОБР (ООО), КБ",It's being liquidated,2021,58.33%,-0.02%,"217,551,000","105,362,000","348,205,000","363,381,000","3,942,000",,-0.01%,10.88%,0,
1049,"ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК, ООО",Active,2016,19.46%,3.11%,"4,214,238,000","19,166,000","4,448,692,000","1,103,211,000","93,342,000",32.97%,0.52%,3.45%,0,
1049,"ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК, ООО",Active,2017,19.39%,4.65%,"4,607,038,000","22,410,000","4,864,412,000","1,169,055,000","116,258,000",29.78%,0.74%,2.96%,0,
1049,"ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК, ООО",Active,2018,17.34%,5.00%,"5,240,724,000","119,244,000","5,537,290,000","1,177,515,000","123,625,000",35.56%,0.73%,3.06%,0,
1049,"ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК, ООО",Active,2019,16.80%,10.85%,"5,646,952,000","124,681,000","5,640,011,000","1,247,402,000","299,505,000",41.19%,1.51%,3.39%,0,
1049,"ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК, ООО",Active,2020,21.00%,5.64%,"6,106,205,000","124,372,000","5,278,093,000","1,481,141,000","159,029,000",42.65%,0.83%,3.21%,0,
1049,"ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК, ООО",Active,2021,21.90%,5.07%,"5,754,209,000","128,757,000","5,183,298,000","1,513,583,000","174,459,000",36.32%,0.85%,2.82%,0,
1052,"МТИ БАНК, АО",Active,2016,38.72%,-7.18%,"481,847,000",0,"193,852,000","350,802,000","-34,385,000",45.52%,-2.36%,5.55%,0,
1052,"МТИ БАНК, АО",Active,2017,35.41%,0.47%,"257,468,000",0,"375,206,000","353,844,000","6,355,000",16.17%,0.15%,9.14%,0,
1052,"МТИ БАНК, АО",Active,2018,37.72%,3.68%,"413,543,000",0,"149,724,000","368,920,000","23,972,000",0.00%,1.12%,0.56%,0,
1052,"МТИ БАНК, АО",Active,2019,34.43%,0.66%,"416,597,000",0,"220,319,000","400,799,000","8,961,000",,0.16%,4.11%,0,
1052,"МТИ БАНК, АО",Active,2020,31.58%,-4.11%,"469,817,000",0,"397,603,000","439,771,000","23,686,000",,-1.10%,9.61%,0,
1052,"МТИ БАНК, АО",Active,2021,28.47%,9.30%,"977,498,000","13,591,000","579,374,000","686,972,000","166,999,000",,2.17%,6.96%,0,
1067,"РЕАЛИСТ БАНК, АО",Active,2016,12.42%,1.41%,"5,627,019,000","54,699,000","4,031,004,000","1,339,527,000","7,494,000",45.59%,0.30%,3.77%,0,
1067,"РЕАЛИСТ БАНК, АО",Active,2017,11.21%,6.82%,"6,129,021,000",0,"6,681,604,000","1,952,045,000","258,737,000",50.98%,1.18%,2.56%,0,
1067,"РЕАЛИСТ БАНК, АО",Active,2018,10.55%,3.92%,"8,951,780,000",0,"6,909,256,000","2,795,428,000","335,422,000",46.09%,0.81%,3.73%,0,
1067,"РЕАЛИСТ БАНК, АО",Active,2019,11.29%,0.58%,"9,129,296,000","578,834,000","6,829,672,000","2,939,830,000","336,100,000",44.53%,0.12%,4.55%,0,
1067,"РЕАЛИСТ БАНК, АО",Active,2020,16.34%,3.28%,"12,902,907,000","1,636,182,000","8,599,621,000","4,138,308,000","364,632,000",52.90%,0.69%,6.47%,0,
1067,"РЕАЛИСТ БАНК, АО",Active,2021,13.40%,5.19%,"12,971,785,000","1,388,059,000","10,660,004,000","4,076,883,000","563,256,000",58.99%,1.06%,6.65%,0,
1068,"НЕВСКИЙ БАНК, ПАО",In bankruptcy,2016,27.08%,4.03%,"1,336,895,000","100,280,000","1,463,378,000","775,059,000","74,828,000",46.13%,0.74%,0.37%,0,
1068,"НЕВСКИЙ БАНК, ПАО",In bankruptcy,2017,27.71%,-0.32%,"1,501,694,000","1,559,000","1,470,944,000","726,884,000","7,447,000",43.49%,-0.07%,7.65%,0,
1068,"НЕВСКИЙ БАНК, ПАО",In bankruptcy,2018,44.96%,-15.23%,"647,811,000","1,125,000","1,325,002,000","645,655,000","-60,842,000",,-3.08%,0.33%,0,
1071,"СПУТНИК (ПАО), КБ",In bankruptcy,2016,32.38%,-13.79%,"304,548,000","457,174,000","905,155,000","650,535,000","-63,568,000",12.02%,-3.04%,5.29%,0,
1071,"СПУТНИК (ПАО), КБ",In bankruptcy,2017,21.64%,-20.55%,"153,600,000","1,070,345,000","818,466,000","375,907,000","-270,583,000",2.98%,-4.48%,9.89%,0,
1071,"СПУТНИК (ПАО), КБ",In bankruptcy,2018,26.69%,-4.49%,"250,734,000","667,828,000","709,856,000","337,904,000","-44,811,000",0.00%,-0.83%,4.25%,0,
1071,"СПУТНИК (ПАО), КБ",In bankruptcy,2019,24.69%,-6.90%,"394,083,000","517,244,000","733,946,000","340,440,000","-40,741,000",,-1.33%,3.92%,0,
1071,"СПУТНИК (ПАО), КБ",In bankruptcy,2020,26.66%,-30.23%,"517,086,000","530,475,000","570,028,000","345,884,000","-110,325,000",,-4.77%,2.50%,0,
1087,"ККБ, АО БАНК",In bankruptcy,2016,28.59%,8.18%,"68,831,000","935,066,000","1,172,382,000","1,064,859,000","119,619,000",0.57%,0.88%,4.88%,0,
1087,"ККБ, АО БАНК",In bankruptcy,2017,41.17%,9.84%,"1,221,859,000","647,427,000","1,253,241,000","1,192,950,000","170,969,000",1.30%,1.34%,3.26%,0,
1087,"ККБ, АО БАНК",In bankruptcy,2018,17.61%,9.02%,"1,446,611,000","688,924,000","222,110,000","1,234,876,000","160,468,000",0.78%,0.85%,4.16%,0,
1087,"ККБ, АО БАНК",In bankruptcy,2019,29.55%,7.88%,"1,296,113,000","770,076,000","754,343,000","1,372,913,000","127,867,000",0.49%,0.73%,5.77%,0,
1087,"ККБ, АО БАНК",In bankruptcy,2020,16.62%,-0.69%,"1,528,166,000","778,604,000","311,793,000","1,473,321,000","19,932,000",0.42%,-0.06%,7.48%,0,
1087,"ККБ, АО БАНК",In bankruptcy,2021,12.70%,-0.42%,"1,539,734,000","735,190,000","322,636,000","1,445,040,000","27,182,000",0.61%,-0.03%,7.07%,0,
1105,"ВЭЛТОН БАНК, АО",Inactive,2016,73.68%,3.45%,"530,388,000",0,"410,854,000","679,204,000","70,135,000",8.90%,1.55%,0.01%,0,
1105,"ВЭЛТОН БАНК, АО",Inactive,2017,130.18%,5.76%,"186,908,000",0,"6,884,000","555,045,000","50,361,000",0.13%,3.07%,0.02%,0,
1114,"ХИМИК, ПАО КОМБАНК",Active,2016,33.45%,1.23%,"634,376,000",0,"604,589,000","341,243,000","8,466,000",34.37%,0.33%,1.09%,0,
1114,"ХИМИК, ПАО КОМБАНК",Active,2017,34.52%,-4.40%,"501,698,000",0,"568,575,000","332,913,000","-18,783,000",27.77%,-1.18%,4.12%,0,
1114,"ХИМИК, ПАО КОМБАНК",Active,2018,37.74%,0.20%,"449,574,000",0,"579,952,000","319,531,000","12,602,000",,0.06%,5.24%,0,
1114,"ХИМИК, ПАО КОМБАНК",Active,2019,44.85%,0.16%,"408,097,000",0,"443,755,000","320,253,000","15,467,000",,0.05%,0.02%,0,
1114,"ХИМИК, ПАО КОМБАНК",Active,2020,46.10%,1.33%,"375,192,000",0,"462,607,000","323,044,000","5,493,000",,0.44%,0.02%,0,
1114,"ХИМИК, ПАО КОМБАНК",Active,2021,40.24%,-1.53%,"444,905,000",0,"344,530,000","310,752,000","-11,218,000",,-0.53%,1.34%,0,
1115,"КОСТРОМАСЕЛЬКОМБАНК, ООО",Active,2016,18.03%,2.51%,"2,322,568,000",0,"2,128,265,000","383,375,000","10,966,000",96.75%,0.33%,8.14%,0,
1115,"КОСТРОМАСЕЛЬКОМБАНК, ООО",Active,2017,19.54%,3.78%,"2,050,453,000",0,"1,859,654,000","403,960,000","12,427,000",101.88%,0.51%,5.29%,0,
1115,"КОСТРОМАСЕЛЬКОМБАНК, ООО",Active,2018,25.07%,1.22%,"1,945,708,000",0,"1,753,378,000","408,993,000","9,891,000",,0.18%,9.27%,0,
1115,"КОСТРОМАСЕЛЬКОМБАНК, ООО",Active,2019,26.71%,-0.47%,"1,872,674,000",0,"1,643,020,000","431,372,000","6,775,000",,-0.08%,8.57%,0,
1115,"КОСТРОМАСЕЛЬКОМБАНК, ООО",Active,2020,30.16%,1.82%,"1,819,357,000",0,"1,495,855,000","431,603,000","7,052,000",,0.33%,6.58%,0,
1115,"КОСТРОМАСЕЛЬКОМБАНК, ООО",Active,2021,24.88%,3.14%,"1,891,430,000",0,"1,519,624,000","440,665,000","24,096,000",,0.58%,4.49%,0,
1118,"О.К. БАНК, ПАО",In bankruptcy,2016,11.08%,-1.81%,"5,170,320,000","8,126,728,000","9,513,084,000","4,102,809,000","23,570,000",62.51%,-0.51%,4.64%,0,
1118,"О.К. БАНК, ПАО",In bankruptcy,2017,14.37%,1.41%,"5,181,858,000","9,529,157,000","9,652,721,000","3,781,261,000","38,421,000",61.53%,0.34%,3.51%,0,
1132,"СОЦИНВЕСТБАНК, АО",Inactive,2016,0.00%,6.39%,"16,340,170,000","8,183,016,000","20,297,735,000","-6,819,353,000","-298,659,000",0.00%,-0.92%,3.70%,0,
1132,"СОЦИНВЕСТБАНК, АО",Inactive,2017,0.00%,2.77%,"17,803,224,000","8,638,982,000","22,125,628,000","-7,060,474,000","-355,509,000",0.00%,-0.33%,4.97%,0,
1132,"СОЦИНВЕСТБАНК, АО",Inactive,2018,0.00%,6.99%,"11,520,331,000","8,282,560,000","13,290,600,000","-7,394,717,000","31,319,413,000",0.00%,-2.47%,15.77%,0,
1136,"МАЙКОПБАНК, АО",Inactive,2016,21.12%,-5.23%,"1,322,195,000","589,000","1,246,629,000","341,876,000","-24,345,000",74.23%,-0.99%,6.17%,0,
1136,"МАЙКОПБАНК, АО",Inactive,2017,21.31%,4.17%,"1,282,416,000","589,000","1,321,971,000","349,519,000","32,281,000",65.67%,0.75%,9.00%,0,
1136,"МАЙКОПБАНК, АО",Inactive,2018,22.85%,2.39%,"1,068,197,000",0,"1,138,426,000","343,621,000","23,832,000",,0.41%,5.55%,0,
1136,"МАЙКОПБАНК, АО",Inactive,2019,23.69%,3.07%,"989,964,000","589,000","1,192,622,000","337,037,000","26,034,000",,0.57%,9.72%,0,
1136,"МАЙКОПБАНК, АО",Inactive,2020,20.99%,4.24%,"932,147,000","589,000","1,059,297,000","311,038,000","1,328,000",,0.72%,7.10%,0,
